"Collection Name","Title#1","Title Type#1","Name#1","Name Role#1","Name URI#1","Name#2","Name Role#2","Name URI#2","Resource Type#1","Resource Type URI#1","Genre#1","Genre URI#1","Genre#2","Genre URI#2","Publisher#1","Date Issued#1","Date Created#1","Date Published#1","Date Captured#1","Language Term#1","Language Term URI#1","Form#1","Form URI#1","Extent#1","Internet Media Type#1","Internet Media Type URI#1","Digital Origin#1","Physical Description Note#1","Form#2","Form URI#2","Abstract#1","Note#1","Note Type#1","Note#2","Subject Topic#1","Subject Topic URI#1","Subject Topic#2","Subject Topic URI#2","Subject Topic#3","Subject Topic URI#3","Subject Topic#4","Subject Topic URI#4","Subject Topic#5","Subject Topic URI#5","Subject Topic#6","Subject Topic URI#6","Subject Topic#7","Subject Topic URI#7","Subject Topic#8","Subject Topic URI#8","Subject Name#1","Subject Name URI#1","Subject Name#2","Subject Name URI#2","Subject Name#3","Subject Name URI#3","Subject Name#4","Subject Name URI#4","Subject Name#5","Subject Name URI#5","Subject Name#6","Subject Name URI#6","Subject Name#7","Subject Name URI#7","Subject Name#8","Subject Name URI#8","Subject Name#9","Subject Name URI#9","Subject Geographic#1","Subject Geographic URI#1","Subject Geographic#2","Subject Geographic URI#2","Subject Geographic#3","Subject Geographic URI#3","Subject Temporal#1","Subject Temporal URI#1","Subject Title#1","Subject Title URI#1","Local Identifier#1","Persistent Identifier#1","Reference Identifier#1","Reference Identifier#2","Physical Location#1","Shelf Locator#1","Related Item Title#1","Related Item Type#1","Related Item Identifier#1","Related Item Title#2","Related Item Type#2","Related Item Identifier#2","Access Condition#1","Access Condition URI#1","ln_RECORDID","ln_MEDIAID","ln_RECORD_BATCHID","lnexp_MEDIAFILENAME","lnexp_PAGEURL"
"Glenn Miller Digital Collection","Deane Miller examining train","Devised","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","portraits","http://vocab.getty.edu/page/aat/300015637","","","","","Undated","2026","","","","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","1 photograph","image/tiff","https://www.iana.org/assignments/media-types/image/tiff","reformatted digital","","","","Candid photograph depicting Deane Miller examining external components of a steam locomotive.","","","","Locomotives","http://id.worldcat.org/fast/1001752","Railroad trains","http://id.loc.gov/authorities/subjects/sh85111077","","","","","","","","","","","","","Miller, Elmer Deane, 1901-1971","local","","","","","","","","","","","","","","","","","","","","","","","","","","","COU-5098_b1_f6_11_0003.tif","https://doi.org/10.60807/v8rtqx","63878cdc35062e6949a5c722ee138791","","University of Colorado Boulder Libraries Archives","Deane Miller collection (COU: 5098) | box 1 | folder 6 | envelope 11","","","","","","","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","20","1256931","5595","COU-5098_b1_f6_11_0003.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~64~64~20~1256931"
"Glenn Miller Digital Collection","Deane Miller in Fort Morgan band uniform","Devised","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","portraits","http://vocab.getty.edu/page/aat/300015637","","","","","approximately 1915","2026","","","","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","1 photograph","image/tiff","https://www.iana.org/assignments/media-types/image/tiff","reformatted digital","","","","Photograph depicting Deane Miller wearing his high school band uniform and holding a trumpet in Fort Morgan, Colorado.","","","","Trumpet players","http://id.loc.gov/authorities/subjects/sh85138218","Marching bands","http://id.loc.gov/authorities/subjects/sh85081020","High school student activities","http://id.loc.gov/authorities/subjects/sh97005813","","","","","","","","","","","Miller, Elmer Deane, 1901-1971","local","","","","","","","","","","","","","","","","","Fort Morgan (Morgan, Colorado, United States, North America) (inhabited place)","http://vocab.getty.edu/page/tgn/7016253","","","","","","","","","COU-5098_b1_f6_2_0001.tif","https://doi.org/10.60807/jkq3f7","63878cdc35062e6949a5c722ee138791","","University of Colorado Boulder Libraries Archives","Deane Miller collection (COU: 5098) | box 1 | folder 6 | envelope 2","","","","","","","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","8","1256920","5595","COU-5098_b1_f6_2_0001.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~64~64~8~1256920"
"Glenn Miller Digital Collection","Deane Miller in Fort Morgan band uniform","Devised","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","portraits","http://vocab.getty.edu/page/aat/300015637","","","","","approximately 1915","2026","","","","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","1 photograph","image/tiff","https://www.iana.org/assignments/media-types/image/tiff","reformatted digital","","","","Photograph depicting Deane Miller wearing his high school band uniform and playing the trumpet in Fort Morgan, Colorado.","","","","Trumpet players","http://id.loc.gov/authorities/subjects/sh85138218","Marching bands","http://id.loc.gov/authorities/subjects/sh85081020","High school student activities","http://id.loc.gov/authorities/subjects/sh97005813","","","","","","","","","","","Miller, Elmer Deane, 1901-1971","local","","","","","","","","","","","","","","","","","Fort Morgan (Morgan, Colorado, United States, North America) (inhabited place)","http://vocab.getty.edu/page/tgn/7016253","","","","","","","","","COU-5098_b1_f6_2_0002.tif","https://doi.org/10.60807/5acmoo","63878cdc35062e6949a5c722ee138791","","University of Colorado Boulder Libraries Archives","Deane Miller collection (COU: 5098) | box 1 | folder 6 | envelope 2","","","","","","","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","9","1256919","5595","COU-5098_b1_f6_2_0002.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~64~64~9~1256919"
"Glenn Miller Digital Collection","Deane Miller in North Platte, Nebraska","Devised","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","portraits","http://vocab.getty.edu/page/aat/300015637","","","","","1915","2026","","","","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","1 photograph","image/tiff","https://www.iana.org/assignments/media-types/image/tiff","reformatted digital","","","","Photograph depicting Deane Miller holding a ball in North Platte, Nebraska.","","","","Teenagers","http://id.loc.gov/authorities/subjects/sh87006824","","","","","","","","","","","","","","","Miller, Elmer Deane, 1901-1971","local","","","","","","","","","","","","","","","","","North Platte (Lincoln, Nebraska, United States, North America) (inhabited place)","http://vocab.getty.edu/page/tgn/2062449","","","","","","","","","COU-5098_b1_f6_3.tif","https://doi.org/10.60807/jctx7j","63878cdc35062e6949a5c722ee138791","","University of Colorado Boulder Libraries Archives","Deane Miller collection (COU: 5098) | box 1 | item 3","","","","","","","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","10","1256918","5595","COU-5098_b1_f6_3.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~64~64~10~1256918"
"Glenn Miller Digital Collection","Deane Miller outdoors","Devised","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","portraits","http://vocab.getty.edu/page/aat/300015637","","","","","1953","2026","","","","color photographs","http://vocab.getty.edu/page/aat/300128359","1 photograph","image/tiff","https://www.iana.org/assignments/media-types/image/tiff","reformatted digital","","","","Candid picture of Deane Miller sitting outdoors on a rock. He turns and smiles towards the camera.","","","","Middle-aged men","http://id.loc.gov/authorities/subjects/sh85084997","Outdoor recreation","http://id.loc.gov/authorities/subjects/sh85096148","","","","","","","","","","","","","Miller, Elmer Deane, 1901-1971","local","","","","","","","","","","","","","","","","","","","","","","","","","","","COU-5098_b1_f6_6.tif","https://doi.org/10.60807/nhpfax","63878cdc35062e6949a5c722ee138791","","University of Colorado Boulder Libraries Archives","Deane Miller collection (COU: 5098) | box 1 | folder 6 | item 6","","","","","","","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","14","1256914","5595","COU-5098_b1_f6_6.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~64~64~14~1256914"
"Glenn Miller Digital Collection","Deane Miller outdoors","Devised","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","portraits","http://vocab.getty.edu/page/aat/300015637","","","","","approximately 1953","2026","","","","color photographs","http://vocab.getty.edu/page/aat/300128359","1 color slide","image/tiff","https://www.iana.org/assignments/media-types/image/tiff","digitized other analog","","","","Candid picture of Deane Miller sitting outdoors on a rock. He turns and smiles towards the camera.","","","","Middle-aged men","http://id.loc.gov/authorities/subjects/sh85084997","Outdoor recreation","http://id.loc.gov/authorities/subjects/sh85096148","","","","","","","","","","","","","Miller, Elmer Deane, 1901-1971","local","","","","","","","","","","","","","","","","","","","","","","","","","","","COU-5098_b1_f8_101-01.tif","https://doi.org/10.60807/vhxrjm","c83e635e620e6f78e4f0ad1d28f066cf","","University of Colorado Boulder Libraries Archives","Deane Miller collection (COU: 5098) | box 1 | folder 8","","","","","","","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","54","1256891","5595","COU-5098_b1_f8_101-01.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~64~64~54~1256891"
"Glenn Miller Digital Collection","Deane Miller outdoors holding hat","Devised","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","portraits","http://vocab.getty.edu/page/aat/300015637","","","","","1920-10","2026","","","","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","1 photograph","image/tiff","https://www.iana.org/assignments/media-types/image/tiff","reformatted digital","","","","Deane Miller posing outdoors in a suit and holding a hat in Fort Morgan, Colorado. This photograph might have been captured the day before he started attending dental school at age 19.","","","","Young adults","http://id.worldcat.org/fast/1183198","College students","http://id.worldcat.org/fast/867976","","","","","","","","","","","","","Miller, Elmer Deane, 1901-1971","local","","","","","","","","","","","","","","","","","Fort Morgan (Morgan, Colorado, United States, North America) (inhabited place)","http://vocab.getty.edu/page/tgn/7016253","","","","","","","","","COU-5098_b1_f6_4_0001.tif","https://doi.org/10.60807/o2ztpx","63878cdc35062e6949a5c722ee138791","","University of Colorado Boulder Libraries Archives","Deane Miller collection (COU: 5098) | box 1 | folder 6 | envelope 4","","","","","","","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","11","1256917","5595","COU-5098_b1_f6_4_0001.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~64~64~11~1256917"
"Glenn Miller Digital Collection","Deane Miller outdoors holding hat","Devised","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","portraits","http://vocab.getty.edu/page/aat/300015637","","","","","1920-10","2026","","","","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","1 photograph","image/tiff","https://www.iana.org/assignments/media-types/image/tiff","reformatted digital","","","","Deane Miller posing outdoors in a suit and holding a hat in Fort Morgan, Colorado. This photograph might have been captured the day before he started attending dental school at age 19.","","","","Young adults","http://id.worldcat.org/fast/1183198","College students","http://id.worldcat.org/fast/867976","","","","","","","","","","","","","Miller, Elmer Deane, 1901-1971","local","","","","","","","","","","","","","","","","","Fort Morgan (Morgan, Colorado, United States, North America) (inhabited place)","http://vocab.getty.edu/page/tgn/7016253","","","","","","","","","COU-5098_b1_f6_4_0002.tif","https://doi.org/10.60807/x093kh","63878cdc35062e6949a5c722ee138791","","University of Colorado Boulder Libraries Archives","Deane Miller collection (COU: 5098) | box 1 | folder 6 | envelope 4","","","","","","","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","12","1256916","5595","COU-5098_b1_f6_4_0002.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~64~64~12~1256916"
"Glenn Miller Digital Collection","Deane Miller outdoors with family","Devised","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","portraits","http://vocab.getty.edu/page/aat/300015637","family portraits","http://vocab.getty.edu/page/aat/300418028","","","approximately 1953","2026","","","","color photographs","http://vocab.getty.edu/page/aat/300128359","1 color slide","image/tiff","https://www.iana.org/assignments/media-types/image/tiff","digitized other analog","","","","Candid picture of Deane Miller sitting outdoors on a rock. He turns and smiles towards the camera. There are additional members of the family standing in the background.","","","","Middle-aged men","http://id.loc.gov/authorities/subjects/sh85084997","Outdoor recreation","http://id.loc.gov/authorities/subjects/sh85096148","Families","http://id.worldcat.org/fast/1728849","","","","","","","","","","","Miller, Elmer Deane, 1901-1971","local","","","","","","","","","","","","","","","","","","","","","","","","","","","COU-5098_b1_f8_101-02.tif","https://doi.org/10.60807/0hba5u","c83e635e620e6f78e4f0ad1d28f066cf","","University of Colorado Boulder Libraries Archives","Deane Miller collection (COU: 5098) | box 1 | folder 8","","","","","","","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","55","1256890","5595","COU-5098_b1_f8_101-02.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~64~64~55~1256890"
"Glenn Miller Digital Collection","Deane Miller posing in vehicle","Devised","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","portraits","http://vocab.getty.edu/page/aat/300015637","","","","","approximately 1930s","2026","","","","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","1 photograph","image/tiff","https://www.iana.org/assignments/media-types/image/tiff","reformatted digital","","","","A photograph depicting Deane Miller posing in the driver's seat of a car.","","","","Families","http://id.worldcat.org/fast/1728849","Automobiles","http://id.loc.gov/authorities/subjects/sh85010201","","","","","","","","","","","","","Miller, Elmer Deane, 1901-1971","local","","","","","","","","","","","","","","","","","Fort Morgan (Morgan, Colorado, United States, North America) (inhabited place)","http://vocab.getty.edu/page/tgn/7016253","","","","","","","","","COU-5098_b1_f6_12_0005.tif","https://doi.org/10.60807/1ekfgj","63878cdc35062e6949a5c722ee138791","","University of Colorado Boulder Libraries Archives","Deane Miller collection (COU: 5098) | box 1 | folder 6 | envelope 12","","","","","","","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","26","1256925","5595","COU-5098_b1_f6_12_0005.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~64~64~26~1256925"
"Glenn Miller Digital Collection","Deane Miller posing outdoors","Devised","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","portraits","http://vocab.getty.edu/page/aat/300015637","","","","","approximately 1940s","2026","","","","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","1 photograph","image/tiff","https://www.iana.org/assignments/media-types/image/tiff","reformatted digital","","","","Deane Miller posing outdoors with his hand resting against a tree.","","","","Middle-aged men","http://id.loc.gov/authorities/subjects/sh85084997","Outdoor recreation","http://id.loc.gov/authorities/subjects/sh85096148","","","","","","","","","","","","","Miller, Elmer Deane, 1901-1971","local","","","","","","","","","","","","","","","","","","","","","","","","","","","COU-5098_b1_f6_5.tif","https://doi.org/10.60807/26s79z","63878cdc35062e6949a5c722ee138791","","University of Colorado Boulder Libraries Archives","Deane Miller collection (COU: 5098) | box 1 | folder 6 | item 5","","","","","","","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","13","1256915","5595","COU-5098_b1_f6_5.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~64~64~13~1256915"
"Glenn Miller Digital Collection","Deane Miller posing with train","Devised","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","portraits","http://vocab.getty.edu/page/aat/300015637","","","","","Undated","2026","","","","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","1 photograph","image/tiff","https://www.iana.org/assignments/media-types/image/tiff","reformatted digital","","","","Deane Miller posing outside the front of a steam locomotive. He gestures towards the wheels with his hand.","","","","Locomotives","http://id.worldcat.org/fast/1001752","Railroad trains","http://id.loc.gov/authorities/subjects/sh85111077","","","","","","","","","","","","","Miller, Elmer Deane, 1901-1971","local","","","","","","","","","","","","","","","","","","","","","","","","","","","COU-5098_b1_f6_11_0002.tif","https://doi.org/10.60807/4uubba","63878cdc35062e6949a5c722ee138791","","University of Colorado Boulder Libraries Archives","Deane Miller collection (COU: 5098) | box 1 | folder 6 | envelope 11","","","","","","","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","19","1256932","5595","COU-5098_b1_f6_11_0002.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~64~64~19~1256932"
"Glenn Miller Digital Collection","Deane Miller sitting in train cabin","Devised","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","portraits","http://vocab.getty.edu/page/aat/300015637","","","","","Undated","2026","","","","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","1 photograph","image/tiff","https://www.iana.org/assignments/media-types/image/tiff","reformatted digital","","","","Candid photograph depicting Deane Miller sitting in a train cabin and looking out the window.","","","","Locomotives","http://id.worldcat.org/fast/1001752","Railroad trains","http://id.loc.gov/authorities/subjects/sh85111077","","","","","","","","","","","","","Miller, Elmer Deane, 1901-1971","local","","","","","","","","","","","","","","","","","","","","","","","","","","","COU-5098_b1_f6_11_0004.tif","https://doi.org/10.60807/8zwzci","63878cdc35062e6949a5c722ee138791","","University of Colorado Boulder Libraries Archives","Deane Miller collection (COU: 5098) | box 1 | folder 6 | envelope 11","","","","","","","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","21","1256930","5595","COU-5098_b1_f6_11_0004.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~64~64~21~1256930"
"Glenn Miller Digital Collection","Deane Miller with daughter, Wynne Miller","Devised","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","family portraits","http://vocab.getty.edu/page/aat/300418028","","","","","approximately 1950","2026","","","","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","1 photograph","image/tiff","https://www.iana.org/assignments/media-types/image/tiff","reformatted digital","","","","Deane Miller standing outside with his daughter, Velna Lou ""Wynne"" Miller King-Bernatschke. They both smile and look towards the camera for the photograph.","","","","Families","http://id.worldcat.org/fast/1728849","Fathers and daughters","http://id.loc.gov/authorities/subjects/sh85047454","","","","","","","","","","","","","Miller, Elmer Deane, 1901-1971","local","Miller, Wynne","http://id.loc.gov/authorities/names/n2004075626","","","","","","","","","","","","","","","","","","","","","","","","","COU-5098_b1_f7_3.tif","https://doi.org/10.60807/uk3kxw","3f39eb02ba8d23e0ce2ef9520c7d71d0","","University of Colorado Boulder Libraries Archives","Deane Miller collection (COU: 5098) | box 1 | folder 7 | item 3","","","","","","","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","32","1256906","5595","COU-5098_b1_f7_3.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~64~64~32~1256906"
"Glenn Miller Digital Collection","Deane Miller with family in Fort Morgan, Colorado","Devised","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","family portraits","http://vocab.getty.edu/page/aat/300418028","","","","","approximately 1930s","2026","","","","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","1 photograph","image/tiff","https://www.iana.org/assignments/media-types/image/tiff","reformatted digital","","","","A family photograph depicting Deane Miller (left), Wynne Miller (center), and Velna Miller (right) in Fort Morgan, Colorado.","","","","Families","http://id.worldcat.org/fast/1728849","","","","","","","","","","","","","","","Miller, Elmer Deane, 1901-1971","local","Obernalte Miller, Velna Lydia, 1900-1976","local","Miller, Wynne","http://id.loc.gov/authorities/names/n2004075626","","","","","","","","","","","","","Fort Morgan (Morgan, Colorado, United States, North America) (inhabited place)","http://vocab.getty.edu/page/tgn/7016253","","","","","","","","","COU-5098_b1_f6_12_0001.tif","https://doi.org/10.60807/93ttgi","63878cdc35062e6949a5c722ee138791","","University of Colorado Boulder Libraries Archives","Deane Miller collection (COU: 5098) | box 1 | folder 6 | envelope 12","","","","","","","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","22","1256929","5595","COU-5098_b1_f6_12_0001.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~64~64~22~1256929"
"Glenn Miller Digital Collection","Deane Miller with family in Fort Morgan, Colorado","Devised","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","family portraits","http://vocab.getty.edu/page/aat/300418028","","","","","approximately 1930s","2026","","","","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","1 photograph","image/tiff","https://www.iana.org/assignments/media-types/image/tiff","reformatted digital","","","","A family photograph depicting Deane Miller (left), Wynne Miller (center), and Velna Miller (right) in Fort Morgan, Colorado.","","","","Families","http://id.worldcat.org/fast/1728849","","","","","","","","","","","","","","","Miller, Elmer Deane, 1901-1971","local","Obernalte Miller, Velna Lydia, 1900-1976","local","Miller, Wynne","http://id.loc.gov/authorities/names/n2004075626","","","","","","","","","","","","","Fort Morgan (Morgan, Colorado, United States, North America) (inhabited place)","http://vocab.getty.edu/page/tgn/7016253","","","","","","","","","COU-5098_b1_f6_12_0002.tif","https://doi.org/10.60807/xei8pi","63878cdc35062e6949a5c722ee138791","","University of Colorado Boulder Libraries Archives","Deane Miller collection (COU: 5098) | box 1 | folder 6 | envelope 12","","","","","","","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","23","1256928","5595","COU-5098_b1_f6_12_0002.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~64~64~23~1256928"
"Glenn Miller Digital Collection","Deane Miller with orchestra","Devised","Parco Music Producers","","local","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","group portraits","http://vocab.getty.edu/page/aat/300124525","","","","","approximately 1920","2026","","","","gelatin silver prints","http://vocab.getty.edu/page/aat/300128695","1 photograph","image/tiff","https://www.iana.org/assignments/media-types/image/tiff","reformatted digital","","","","Deane Miller (5th from the left) poses with an orchestra he played with around 1920.","","","","Orchestra","http://id.loc.gov/authorities/subjects/sh85095325","Band musicians","http://id.loc.gov/authorities/subjects/sh85011501","","","","","","","","","","","","","Miller, Elmer Deane, 1901-1971","local","","","","","","","","","","","","","","","","","","","","","","","","","","","COU-5098_b1_f6_8.tif","https://doi.org/10.60807/q04hiz","63878cdc35062e6949a5c722ee138791","","University of Colorado Boulder Libraries Archives","Deane Miller collection (COU: 5098) | box 1 | folder 6 | envelope 8","","","","","","","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","16","1256935","5595","COU-5098_b1_f6_8.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~64~64~16~1256935"
"Glenn Miller Digital Collection","Deane Miller with train and crew","Devised","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","group portraits","http://vocab.getty.edu/page/aat/300124525","","","","","Undated","2026","","","","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","1 photograph","image/tiff","https://www.iana.org/assignments/media-types/image/tiff","reformatted digital","","","","Deane Miller posing outside the front of a steam locomotive with the crew members.","","","","Locomotives","http://id.worldcat.org/fast/1001752","Railroad trains","http://id.loc.gov/authorities/subjects/sh85111077","","","","","","","","","","","","","Miller, Elmer Deane, 1901-1971","local","","","","","","","","","","","","","","","","","","","","","","","","","","","COU-5098_b1_f6_11_0001.tif","https://doi.org/10.60807/48pqyu","63878cdc35062e6949a5c722ee138791","","University of Colorado Boulder Libraries Archives","Deane Miller collection (COU: 5098) | box 1 | folder 6 | envelope 11","","","","","","","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","18","1256933","5595","COU-5098_b1_f6_11_0001.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~64~64~18~1256933"
"Glenn Miller Digital Collection","Deane Miller with unknown individuals next to vehicle","Devised","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","family portraits","http://vocab.getty.edu/page/aat/300418028","","","","","approximately 1930s","2026","","","","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","1 photograph","image/tiff","https://www.iana.org/assignments/media-types/image/tiff","reformatted digital","","","","A photograph depicting Deane Miller with his arm around an older woman. Another unidentified man stands with them near a car.","","","","Families","http://id.worldcat.org/fast/1728849","Automobiles","http://id.loc.gov/authorities/subjects/sh85010201","","","","","","","","","","","","","Miller, Elmer Deane, 1901-1971","local","","","","","","","","","","","","","","","","","Fort Morgan (Morgan, Colorado, United States, North America) (inhabited place)","http://vocab.getty.edu/page/tgn/7016253","","","","","","","","","COU-5098_b1_f6_12_0004.tif","https://doi.org/10.60807/nwwz0s","63878cdc35062e6949a5c722ee138791","","University of Colorado Boulder Libraries Archives","Deane Miller collection (COU: 5098) | box 1 | folder 6 | envelope 12","","","","","","","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","25","1256926","5595","COU-5098_b1_f6_12_0004.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~64~64~25~1256926"
